elec_date,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county
11/6/2018,"FEDERAL, STATE AND COUNTY",10091,"FOR STATE REPRESENTATIVE DISTRICT 53",9,9,2,"LESLIE BONEBREAK",DEM,586,642,4397,5625,
11/6/2018,"FEDERAL, STATE AND COUNTY",10092,"FOR STATE REPRESENTATIVE DISTRICT 54",12,12,1,"KEVIN WEST",REP,458,495,5332,6285,
11/6/2018,"FEDERAL, STATE AND COUNTY",10092,"FOR STATE REPRESENTATIVE DISTRICT 54",12,12,2,"KATELYN DOCKERY",DEM,356,399,3552,4307,
11/6/2018,"FEDERAL, STATE AND COUNTY",10093,"FOR STATE REPRESENTATIVE DISTRICT 55",39,39,1,"TODD RUSS",REP,239,545,4907,5691,
11/6/2018,"FEDERAL, STATE AND COUNTY",10093,"FOR STATE REPRESENTATIVE DISTRICT 55",39,39,2,"DENNIS DUGGER",DEM,172,518,4412,5102,
11/6/2018,"FEDERAL, STATE AND COUNTY",10094,"FOR STATE REPRESENTATIVE DISTRICT 56",29,29,1,"CHARLES WELLS",REP,153,347,3310,3810,
11/6/2018,"FEDERAL, STATE AND COUNTY",10094,"FOR STATE REPRESENTATIVE DISTRICT 56",29,29,2,"DAVID PERRYMAN",DEM,188,492,5194,5874,
11/6/2018,"FEDERAL, STATE AND COUNTY",10099,"FOR STATE REPRESENTATIVE DISTRICT 61",38,38,1,"KENTON PATZKOWSKY",REP,319,769,5595,6683,
11/6/2018,"FEDERAL, STATE AND COUNTY",10099,"FOR STATE REPRESENTATIVE DISTRICT 61",38,38,2,"ASHLEY LEHNERT",DEM,118,322,2365,2805,
11/6/2018,"FEDERAL, STATE AND COUNTY",10100,"FOR STATE REPRESENTATIVE DISTRICT 62",9,9,1,"DANIEL PAE",REP,258,487,3375,4120,
11/6/2018,"FEDERAL, STATE AND COUNTY",10100,"FOR STATE REPRESENTATIVE DISTRICT 62",9,9,2,"LARRY BUSH",DEM,222,550,3306,4078,
11/6/2018,"FEDERAL, STATE AND COUNTY",10101,"FOR STATE REPRESENTATIVE DISTRICT 63",22,22,1,"TREY CALDWELL",REP,299,606,5797,6702,
11/6/2018,"FEDERAL, STATE AND COUNTY",10101,"FOR STATE REPRESENTATIVE DISTRICT 63",22,22,2,"JOAN E. GABELMANN",DEM,120,299,2293,2712,
11/6/2018,"FEDERAL, STATE AND COUNTY",10102,"FOR STATE REPRESENTATIVE DISTRICT 64",10,10,1,"RANDE WORTHEN",REP,207,521,2743,3471,
11/6/2018,"FEDERAL, STATE AND COUNTY",10102,"FOR STATE REPRESENTATIVE DISTRICT 64",10,10,2,"ASHLEY McCARTER",DEM,188,444,2441,3073,
11/6/2018,"FEDERAL, STATE AND COUNTY",10102,"FOR STATE REPRESENTATIVE DISTRICT 64",10,10,3,"DAVID PILON",IND,8,23,280,311,
11/6/2018,"FEDERAL, STATE AND COUNTY",10103,"FOR STATE REPRESENTATIVE DISTRICT 65",23,23,1,"TONI HASENBECK",REP,178,688,4501,5367,
11/6/2018,"FEDERAL, STATE AND COUNTY",10103,"FOR STATE REPRESENTATIVE DISTRICT 65",23,23,2,"BRANDON R. THOMPSON",DEM,132,455,3156,3743,
11/6/2018,"FEDERAL, STATE AND COUNTY",10104,"FOR STATE REPRESENTATIVE DISTRICT 66",16,16,1,"JADINE NOLLAN",REP,275,278,6327,6880,
11/6/2018,"FEDERAL, STATE AND COUNTY",10104,"FOR STATE REPRESENTATIVE DISTRICT 66",16,16,2,"ANGELA GRAHAM",DEM,218,340,4326,4884,
11/6/2018,"FEDERAL, STATE AND COUNTY",10105,"FOR STATE REPRESENTATIVE DISTRICT 67",15,15,1,"JEFF BOATMAN",REP,638,1033,9360,11031,
11/6/2018,"FEDERAL, STATE AND COUNTY",10105,"FOR STATE REPRESENTATIVE DISTRICT 67",15,15,2,"CARLY HOTVEDT",DEM,458,708,4607,5773,
11/6/2018,"FEDERAL, STATE AND COUNTY",10106,"FOR STATE REPRESENTATIVE DISTRICT 68",13,13,1,"J. LEE MILLER JR.",LIB,13,14,301,328,
11/6/2018,"FEDERAL, STATE AND COUNTY",10106,"FOR STATE REPRESENTATIVE DISTRICT 68",13,13,2,"LONNIE SIMS",REP,298,366,6408,7072,
11/6/2018,"FEDERAL, STATE AND COUNTY",10106,"FOR STATE REPRESENTATIVE DISTRICT 68",13,13,3,"MICHAEL ROSS",DEM,223,292,3284,3799,
11/6/2018,"FEDERAL, STATE AND COUNTY",10106,"FOR STATE REPRESENTATIVE DISTRICT 68",13,13,4,"HEATHER CHENOWETH",IND,28,33,1071,1132,
11/6/2018,"FEDERAL, STATE AND COUNTY",10107,"FOR STATE REPRESENTATIVE DISTRICT 69",15,15,1,"SHEILA DILLS",REP,677,715,10205,11597,
11/6/2018,"FEDERAL, STATE AND COUNTY",10107,"FOR STATE REPRESENTATIVE DISTRICT 69",15,15,2,"ANDY RICHARDSON",DEM,360,427,4061,4848,
11/6/2018,"FEDERAL, STATE AND COUNTY",10108,"FOR STATE REPRESENTATIVE DISTRICT 70",22,22,1,"CAROL M. BUSH",REP,542,530,8159,9231,
11/6/2018,"FEDERAL, STATE AND COUNTY",10108,"FOR STATE REPRESENTATIVE DISTRICT 70",22,22,2,"JJ BURNAM",DEM,510,572,6593,7675,
11/6/2018,"FEDERAL, STATE AND COUNTY",10109,"FOR STATE REPRESENTATIVE DISTRICT 71",15,15,1,"CHERYL BABER",REP,302,339,4508,5149,
11/6/2018,"FEDERAL, STATE AND COUNTY",10109,"FOR STATE REPRESENTATIVE DISTRICT 71",15,15,2,"DENISE BREWER",DEM,436,594,5570,6600,
11/6/2018,"FEDERAL, STATE AND COUNTY",10113,"FOR STATE REPRESENTATIVE DISTRICT 75",14,14,1,"KELLI KREBS",LIB,9,15,371,395,
11/6/2018,"FEDERAL, STATE AND COUNTY",10113,"FOR STATE REPRESENTATIVE DISTRICT 75",14,14,2,"T. J. MARTI",REP,279,271,5073,5623,
11/6/2018,"FEDERAL, STATE AND COUNTY",10113,"FOR STATE REPRESENTATIVE DISTRICT 75",14,14,3,"KAREN GADDIS",DEM,237,290,3982,4509,
11/6/2018,"FEDERAL, STATE AND COUNTY",10114,"FOR STATE REPRESENTATIVE DISTRICT 76",12,12,1,"ROSS FORD",REP,370,475,8237,9082,
11/6/2018,"FEDERAL, STATE AND COUNTY",10114,"FOR STATE REPRESENTATIVE DISTRICT 76",12,12,2,"FORREST MAYER",DEM,233,334,3870,4437,
11/6/2018,"FEDERAL, STATE AND COUNTY",10115,"FOR STATE REPRESENTATIVE DISTRICT 77",20,20,1,"TODD BLACKBURN",REP,82,80,2907,3069,
11/6/2018,"FEDERAL, STATE AND COUNTY",10115,"FOR STATE REPRESENTATIVE DISTRICT 77",20,20,2,"JOHN WALDRON",DEM,135,214,3962,4311,
11/6/2018,"FEDERAL, STATE AND COUNTY",10116,"FOR STATE REPRESENTATIVE DISTRICT 78",20,20,1,"GENE BELL",LIB,22,23,519,564,
11/6/2018,"FEDERAL, STATE AND COUNTY",10116,"FOR STATE REPRESENTATIVE DISTRICT 78",20,20,2,"PAUL ROYSE",REP,176,232,4168,4576,
11/6/2018,"FEDERAL, STATE AND COUNTY",10116,"FOR STATE REPRESENTATIVE DISTRICT 78",20,20,3,"MELOYDE BLANCETT",DEM,384,616,6563,7563,
11/6/2018,"FEDERAL, STATE AND COUNTY",10117,"FOR STATE REPRESENTATIVE DISTRICT 79",19,19,1,"DAN HICKS",REP,351,366,5276,5993,
11/6/2018,"FEDERAL, STATE AND COUNTY",10117,"FOR STATE REPRESENTATIVE DISTRICT 79",19,19,2,"MELISSA PROVENZANO",DEM,384,492,5619,6495,
11/6/2018,"FEDERAL, STATE AND COUNTY",10118,"FOR STATE REPRESENTATIVE DISTRICT 80",18,18,1,"STAN MAY",REP,461,589,9804,10854,
11/6/2018,"FEDERAL, STATE AND COUNTY",10118,"FOR STATE REPRESENTATIVE DISTRICT 80",18,18,2,"JANICE J. GRAHAM",DEM,300,332,4171,4803,
11/6/2018,"FEDERAL, STATE AND COUNTY",10119,"FOR STATE REPRESENTATIVE DISTRICT 81",12,12,1,"MIKE OSBURN",REP,744,912,6362,8018,
11/6/2018,"FEDERAL, STATE AND COUNTY",10119,"FOR STATE REPRESENTATIVE DISTRICT 81",12,12,2,"JACKIE PHILLIPS",DEM,763,723,4309,5795,
11/6/2018,"FEDERAL, STATE AND COUNTY",10120,"FOR STATE REPRESENTATIVE DISTRICT 82",12,12,1,"NICOLE MILLER",REP,1501,800,11065,13366,
11/6/2018,"FEDERAL, STATE AND COUNTY",10120,"FOR STATE REPRESENTATIVE DISTRICT 82",12,12,2,"ORAYNAB JWAYYED",DEM,962,665,5218,6845,
11/6/2018,"FEDERAL, STATE AND COUNTY",10121,"FOR STATE REPRESENTATIVE DISTRICT 83",17,17,1,"JASON REESE",REP,830,488,6325,7643,
11/6/2018,"FEDERAL, STATE AND COUNTY",10121,"FOR STATE REPRESENTATIVE DISTRICT 83",17,17,2,"CHELSEY BRANHAM",DEM,1075,818,6435,8328,
11/6/2018,"FEDERAL, STATE AND COUNTY",10122,"FOR STATE REPRESENTATIVE DISTRICT 84",14,14,1,"WILLIAM CAGLE",LIB,33,7,459,499,
11/6/2018,"FEDERAL, STATE AND COUNTY",10122,"FOR STATE REPRESENTATIVE DISTRICT 84",14,14,2,"TAMMY WEST",REP,374,145,5225,5744,
11/6/2018,"FEDERAL, STATE AND COUNTY",10122,"FOR STATE REPRESENTATIVE DISTRICT 84",14,14,3,"LAUREN MORRIS",DEM,350,154,3171,3675,
11/6/2018,"FEDERAL, STATE AND COUNTY",10123,"FOR STATE REPRESENTATIVE DISTRICT 85",16,16,1,"STEPHEN PAULSEN",LIB,25,12,367,404,
11/6/2018,"FEDERAL, STATE AND COUNTY",10123,"FOR STATE REPRESENTATIVE DISTRICT 85",16,16,2,"MATT JACKSON",REP,780,364,5425,6569,
11/6/2018,"FEDERAL, STATE AND COUNTY",10123,"FOR STATE REPRESENTATIVE DISTRICT 85",16,16,3,"CYNDI MUNSON",DEM,1388,794,7419,9601,
11/6/2018,"FEDERAL, STATE AND COUNTY",10124,"FOR STATE REPRESENTATIVE DISTRICT 86",25,25,1,"DAVID HARDIN",REP,172,402,4853,5427,
11/6/2018,"FEDERAL, STATE AND COUNTY",10124,"FOR STATE REPRESENTATIVE DISTRICT 86",25,25,2,"RHONDA COX",DEM,143,347,3168,3658,
11/6/2018,"FEDERAL, STATE AND COUNTY",10128,"FOR STATE REPRESENTATIVE DISTRICT 90",13,13,1,"JON ECHOLS",REP,309,218,4432,4959,
11/6/2018,"FEDERAL, STATE AND COUNTY",10128,"FOR STATE REPRESENTATIVE DISTRICT 90",13,13,2,"LaVELLE C. COMPTON",DEM,231,175,3010,3416,
11/6/2018,"FEDERAL, STATE AND COUNTY",10129,"FOR STATE REPRESENTATIVE DISTRICT 91",10,10,1,"CHRIS KANNADY",REP,768,1477,6826,9071,
11/6/2018,"FEDERAL, STATE AND COUNTY",10129,"FOR STATE REPRESENTATIVE DISTRICT 91",10,10,2,"AMANDA JEFFERS",DEM,489,863,4063,5415,
11/6/2018,"FEDERAL, STATE AND COUNTY",10132,"FOR STATE REPRESENTATIVE DISTRICT 94",10,10,1,"JASON SANSONE",REP,279,118,3453,3850,
11/6/2018,"FEDERAL, STATE AND COUNTY",10132,"FOR STATE REPRESENTATIVE DISTRICT 94",10,10,2,"ANDY FUGATE",DEM,488,317,5068,5873,
11/6/2018,"FEDERAL, STATE AND COUNTY",10133,"FOR STATE REPRESENTATIVE DISTRICT 95",11,11,1,"PAUL BREWBAKER",LIB,13,3,308,324,
11/6/2018,"FEDERAL, STATE AND COUNTY",10133,"FOR STATE REPRESENTATIVE DISTRICT 95",11,11,2,"JACK BEALL JR",REP,283,134,3963,4380,
11/6/2018,"FEDERAL, STATE AND COUNTY",10133,"FOR STATE REPRESENTATIVE DISTRICT 95",11,11,3,"KELLY ALBRIGHT",DEM,333,296,4218,4847,
11/6/2018,"FEDERAL, STATE AND COUNTY",10133,"FOR STATE REPRESENTATIVE DISTRICT 95",11,11,4,"RASHARD D BICKHAM",IND,21,16,301,338,
11/6/2018,"FEDERAL, STATE AND COUNTY",10134,"FOR STATE REPRESENTATIVE DISTRICT 96",17,17,1,"LEWIS H. MOORE",REP,981,795,8783,10559,
11/6/2018,"FEDERAL, STATE AND COUNTY",10134,"FOR STATE REPRESENTATIVE DISTRICT 96",17,17,2,"KATHY WALLIS",DEM,914,531,5046,6491,
11/6/2018,"FEDERAL, STATE AND COUNTY",10136,"FOR STATE REPRESENTATIVE DISTRICT 98",12,12,1,"DEAN F. DAVIS",REP,317,1100,6621,8038,
11/6/2018,"FEDERAL, STATE AND COUNTY",10136,"FOR STATE REPRESENTATIVE DISTRICT 98",12,12,2,"KILMYN EASLEY-GRAF",DEM,241,626,3824,4691,
11/6/2018,"FEDERAL, STATE AND COUNTY",10136,"FOR STATE REPRESENTATIVE DISTRICT 98",12,12,3,"SEAN PARRISH",IND,6,23,247,276,
11/6/2018,"FEDERAL, STATE AND COUNTY",10138,"FOR STATE REPRESENTATIVE DISTRICT 100",11,11,1,"MARILYN M STARK",REP,722,253,5886,6861,
11/6/2018,"FEDERAL, STATE AND COUNTY",10138,"FOR STATE REPRESENTATIVE DISTRICT 100",11,11,2,"ZACH PEARSON",DEM,639,353,4741,5733,
11/6/2018,"FEDERAL, STATE AND COUNTY",10139,"FOR STATE REPRESENTATIVE DISTRICT 101",18,18,1,"ROBERT MANGER",REP,633,188,8118,8939,
11/6/2018,"FEDERAL, STATE AND COUNTY",10139,"FOR STATE REPRESENTATIVE DISTRICT 101",18,18,2,"JOHN CARPENTER",DEM,487,263,5116,5866,
11/6/2018,"FEDERAL, STATE AND COUNTY",10142,"FOR DISTRICT ATTORNEY DISTRICT 3",53,53,1,"DAVID THOMAS",REP,326,1390,7973,9689,
11/6/2018,"FEDERAL, STATE AND COUNTY",10142,"FOR DISTRICT ATTORNEY DISTRICT 3",53,53,2,"RANA HILL",DEM,138,432,3126,3696,
11/6/2018,"FEDERAL, STATE AND COUNTY",10144,"FOR DISTRICT ATTORNEY DISTRICT 5",48,48,1,"FRED C. SMITH",REP,847,2196,14172,17215,
11/6/2018,"FEDERAL, STATE AND COUNTY",10144,"FOR DISTRICT ATTORNEY DISTRICT 5",48,48,2,"DICK TANNERY",DEM,609,1459,8979,11047,
11/6/2018,"FEDERAL, STATE AND COUNTY",10148,"FOR DISTRICT ATTORNEY DISTRICT 9",53,53,1,"LAURA AUSTIN THOMAS",REP,1075,2236,17928,21239,
11/6/2018,"FEDERAL, STATE AND COUNTY",10148,"FOR DISTRICT ATTORNEY DISTRICT 9",53,53,2,"CORY T. WILLIAMS",DEM,940,2382,13506,16828,
11/6/2018,"FEDERAL, STATE AND COUNTY",10153,"FOR DISTRICT ATTORNEY DISTRICT 14",262,262,1,"STEVE KUNZWEILER",REP,5532,6395,104404,116331,
11/6/2018,"FEDERAL, STATE AND COUNTY",10153,"FOR DISTRICT ATTORNEY DISTRICT 14",262,262,2,"JENNY PROEHL-DAY",DEM,4369,6279,71551,82199,
11/6/2018,"FEDERAL, STATE AND COUNTY",10157,"FOR DISTRICT ATTORNEY DISTRICT 18",52,52,1,"CHUCK SULLIVAN",REP,259,944,9067,10270,
11/6/2018,"FEDERAL, STATE AND COUNTY",10157,"FOR DISTRICT ATTORNEY DISTRICT 18",52,52,2,"TERRY HARRISON JR.",DEM,215,665,5732,6612,
11/6/2018,"FEDERAL, STATE AND COUNTY",10161,"FOR DISTRICT ATTORNEY DISTRICT 22",51,51,1,"PAUL B. SMITH",REP,433,1523,11038,12994,
11/6/2018,"FEDERAL, STATE AND COUNTY",10161,"FOR DISTRICT ATTORNEY DISTRICT 22",51,51,2,"JOSHUA EDWARDS",DEM,308,1061,7711,9080,
11/6/2018,"FEDERAL, STATE AND COUNTY",10162,"FOR DISTRICT ATTORNEY DISTRICT 23",47,47,1,"ALLAN GRUBB",REP,854,1541,15147,17542,
11/6/2018,"FEDERAL, STATE AND COUNTY",10162,"FOR DISTRICT ATTORNEY DISTRICT 23",47,47,2,"ADAM R. PANTER",DEM,894,1509,11926,14329,
11/6/2018,"FEDERAL, STATE AND COUNTY",10167,"FOR COUNTY ASSESSOR",17,17,1,"TERESA TURNER",REP,58,129,2317,2504,ADAIR
11/6/2018,"FEDERAL, STATE AND COUNTY",10167,"FOR COUNTY ASSESSOR",17,17,2,"TERESA TRACY SIMS",DEM,70,213,2334,2617,ADAIR
11/6/2018,"FEDERAL, STATE AND COUNTY",10171,"FOR COUNTY ASSESSOR",13,13,1,"JONATHAN BECK",REP,107,201,2564,2872,BECKHAM
11/6/2018,"FEDERAL, STATE AND COUNTY",10171,"FOR COUNTY ASSESSOR",13,13,2,"GAYLA GILLIE",DEM,91,241,2468,2800,BECKHAM
11/6/2018,"FEDERAL, STATE AND COUNTY",10173,"FOR COUNTY ASSESSOR",22,22,1,"MIKE HULL",REP,195,709,6262,7166,BRYAN
11/6/2018,"FEDERAL, STATE AND COUNTY",10173,"FOR COUNTY ASSESSOR",22,22,2,"RICKY D. NIX",DEM,149,365,3536,4050,BRYAN
11/6/2018,"FEDERAL, STATE AND COUNTY",10174,"FOR COUNTY ASSESSOR",20,20,1,"BELITA JO LEE BYRD",REP,97,167,3018,3282,CADDO
11/6/2018,"FEDERAL, STATE AND COUNTY",10174,"FOR COUNTY ASSESSOR",20,20,2,"EDWARD WHITWORTH",DEM,125,228,3653,4006,CADDO
11/6/2018,"FEDERAL, STATE AND COUNTY",10206,"FOR COUNTY ASSESSOR",37,37,1,"GAYLON E. FREEMAN",REP,164,666,5981,6811,LEFLORE
11/6/2018,"FEDERAL, STATE AND COUNTY",10206,"FOR COUNTY ASSESSOR",37,37,2,"BRENDA COCKBURN",DEM,162,623,5082,5867,LEFLORE
11/6/2018,"FEDERAL, STATE AND COUNTY",10210,"FOR COUNTY ASSESSOR",26,26,1,"KENDAL SACCHIERI",REP,458,423,7648,8529,MCCLAIN
11/6/2018,"FEDERAL, STATE AND COUNTY",10210,"FOR COUNTY ASSESSOR",26,26,2,"PAM IRWIN",DEM,304,405,4390,5099,MCCLAIN
11/6/2018,"FEDERAL, STATE AND COUNTY",10221,"FOR COUNTY ASSESSOR",257,257,1,"LARRY STEIN",REP,10697,6455,97514,114666,OKLAHOMA
11/6/2018,"FEDERAL, STATE AND COUNTY",10221,"FOR COUNTY ASSESSOR",257,257,2,"MIKE SHELTON",DEM,11240,9179,91696,112115,OKLAHOMA
11/6/2018,"FEDERAL, STATE AND COUNTY",10222,"FOR COUNTY ASSESSOR",24,24,1,"ED JOHNSON",REP,234,493,4824,5551,OKMULGEE
11/6/2018,"FEDERAL, STATE AND COUNTY",10222,"FOR COUNTY ASSESSOR",24,24,2,"CANDICE GAITHER",DEM,144,493,4729,5366,OKMULGEE
11/6/2018,"FEDERAL, STATE AND COUNTY",10223,"FOR COUNTY ASSESSOR",28,28,1,"ED QUINTON JR.",REP,447,646,7900,8993,OSAGE
11/6/2018,"FEDERAL, STATE AND COUNTY",10223,"FOR COUNTY ASSESSOR",28,28,2,"LISA TRAYLOR",DEM,431,471,5290,6192,OSAGE
11/6/2018,"FEDERAL, STATE AND COUNTY",10231,"FOR COUNTY ASSESSOR",9,9,1,"SHELLY McDANIEL LITTLE",REP,21,65,485,571,ROGER MILLS
11/6/2018,"FEDERAL, STATE AND COUNTY",10231,"FOR COUNTY ASSESSOR",9,9,2,"SARAH BATTERTON",DEM,28,115,774,917,ROGER MILLS
11/6/2018,"FEDERAL, STATE AND COUNTY",10239,"FOR COUNTY ASSESSOR",32,32,1,"SANDY HODGES",REP,579,2219,13868,16666,WAGONER
11/6/2018,"FEDERAL, STATE AND COUNTY",10239,"FOR COUNTY ASSESSOR",32,32,2,"DARLA MOFFITT",IND,153,625,3764,4542,WAGONER
11/6/2018,"FEDERAL, STATE AND COUNTY",10239,"FOR COUNTY ASSESSOR",32,32,3,"LAURA MILLER",IND,107,332,2776,3215,WAGONER
11/6/2018,"FEDERAL, STATE AND COUNTY",10241,"FOR COUNTY ASSESSOR",12,12,1,"KRYSTLE D. UECKE",REP,117,172,2505,2794,WASHITA
11/6/2018,"FEDERAL, STATE AND COUNTY",10241,"FOR COUNTY ASSESSOR",12,12,2,"DENNIS VERMILLION",DEM,52,84,856,992,WASHITA
11/6/2018,"FEDERAL, STATE AND COUNTY",10246,"FOR COUNTY TREASURER",17,17,1,"KIM HARKEY",REP,59,402,1992,2453,ATOKA
11/6/2018,"FEDERAL, STATE AND COUNTY",10246,"FOR COUNTY TREASURER",17,17,2,"CARLA JACKSON",DEM,46,323,1194,1563,ATOKA
11/6/2018,"FEDERAL, STATE AND COUNTY",10294,"FOR COUNTY TREASURER",33,33,1,"ROBYN BOSWELL",REP,339,1134,10427,11900,MUSKOGEE
11/6/2018,"FEDERAL, STATE AND COUNTY",10294,"FOR COUNTY TREASURER",33,33,2,"CHARLOTTE IRVING-JEFFERSON",DEM,270,760,6552,7582,MUSKOGEE
11/6/2018,"FEDERAL, STATE AND COUNTY",10298,"FOR COUNTY TREASURER",257,257,1,"FORREST BUTCH FREEMAN",REP,11779,7039,105750,124568,OKLAHOMA
11/6/2018,"FEDERAL, STATE AND COUNTY",10298,"FOR COUNTY TREASURER",257,257,2,"DANIEL CHAE",DEM,10403,8618,84749,103770,OKLAHOMA
11/6/2018,"FEDERAL, STATE AND COUNTY",10307,"FOR COUNTY TREASURER",16,16,1,"MICHAEL S. RISER",REP,45,121,1265,1431,PUSHMATAHA
11/6/2018,"FEDERAL, STATE AND COUNTY",10307,"FOR COUNTY TREASURER",16,16,2,"TERESA BRUCE",DEM,46,182,1650,1878,PUSHMATAHA
11/6/2018,"FEDERAL, STATE AND COUNTY",10327,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",7,7,1,"RON BOYER",REP,101,358,2565,3024,BRYAN
11/6/2018,"FEDERAL, STATE AND COUNTY",10327,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",7,7,2,"KEVIN CARTER",DEM,52,135,1504,1691,BRYAN
11/6/2018,"FEDERAL, STATE AND COUNTY",10329,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",15,15,1,"MARCUS HALL",LIB,317,244,3656,4217,CANADIAN
11/6/2018,"FEDERAL, STATE AND COUNTY",10329,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",15,15,2,"MARC HADER",REP,768,537,9814,11119,CANADIAN
11/6/2018,"FEDERAL, STATE AND COUNTY",10331,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",9,9,1,"RICKY METZ",REP,56,383,1304,1743,CHEROKEE
11/6/2018,"FEDERAL, STATE AND COUNTY",10331,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",9,9,2,"DOUG HUBBARD",DEM,78,644,1997,2719,CHEROKEE
11/6/2018,"FEDERAL, STATE AND COUNTY",10334,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",29,29,1,"ROD CLEVELAND",REP,1469,1822,14025,17316,CLEVELAND
11/6/2018,"FEDERAL, STATE AND COUNTY",10334,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",29,29,2,"WILL McCUTCHEON",IND,902,1287,8576,10765,CLEVELAND
11/6/2018,"FEDERAL, STATE AND COUNTY",10336,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",15,15,1,"GAIL TURNER",REP,245,913,4240,5398,COMANCHE
11/6/2018,"FEDERAL, STATE AND COUNTY",10336,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",15,15,2,"CHARLIE HALE",DEM,161,626,3074,3861,COMANCHE
11/6/2018,"FEDERAL, STATE AND COUNTY",10337,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",3,3,1,"MIKE WOODS",REP,28,78,352,458,COTTON
11/6/2018,"FEDERAL, STATE AND COUNTY",10337,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",3,3,2,"EDWARD H ESCHITI",DEM,19,52,218,289,COTTON
11/6/2018,"FEDERAL, STATE AND COUNTY",10344,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",10,10,1,"MARC BOLZ",REP,90,183,2050,2323,GARFIELD
11/6/2018,"FEDERAL, STATE AND COUNTY",10344,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",10,10,2,"JOE E. KEGIN",DEM,51,110,1077,1238,GARFIELD
11/6/2018,"FEDERAL, STATE AND COUNTY",10345,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",7,7,1,"JAROD K WORK",REP,41,81,1164,1286,GARVIN
11/6/2018,"FEDERAL, STATE AND COUNTY",10345,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",7,7,2,"KENNETH HOLDEN",DEM,39,88,1285,1412,GARVIN
11/6/2018,"FEDERAL, STATE AND COUNTY",10360,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",11,11,1,"PAUL DUNN",REP,38,137,1910,2085,LEFLORE
11/6/2018,"FEDERAL, STATE AND COUNTY",10360,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",11,11,2,"DERWIN GIST",DEM,67,114,1932,2113,LEFLORE
11/6/2018,"FEDERAL, STATE AND COUNTY",10361,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",8,8,1,"BOB WILSON",REP,51,86,1188,1325,LINCOLN
11/6/2018,"FEDERAL, STATE AND COUNTY",10361,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",8,8,2,"CARL MUNSON",DEM,62,85,1472,1619,LINCOLN
11/6/2018,"FEDERAL, STATE AND COUNTY",10361,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",8,8,3,"CHARLIE WILLIAMS",IND,11,35,420,466,LINCOLN
11/6/2018,"FEDERAL, STATE AND COUNTY",10364,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",11,11,1,"GLEN MURRAY",REP,120,177,2229,2526,MCCLAIN
11/6/2018,"FEDERAL, STATE AND COUNTY",10364,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",11,11,2,"LARRY DAVIS",DEM,71,154,1175,1400,MCCLAIN
11/6/2018,"FEDERAL, STATE AND COUNTY",10365,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",11,11,1,"CHRIS WHITE",REP,36,75,1491,1602,MCCURTAIN
11/6/2018,"FEDERAL, STATE AND COUNTY",10365,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",11,11,2,"JIM FREENY",DEM,16,55,889,960,MCCURTAIN
11/6/2018,"FEDERAL, STATE AND COUNTY",10369,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",10,10,1,"MATT SWIFT",REP,70,200,1950,2220,MAYES
11/6/2018,"FEDERAL, STATE AND COUNTY",10369,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",10,10,2,"KEVIN WHITESIDE",DEM,63,205,1741,2009,MAYES
11/6/2018,"FEDERAL, STATE AND COUNTY",10371,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",11,11,1,"KEN DOKE",REP,167,581,4658,5406,MUSKOGEE
11/6/2018,"FEDERAL, STATE AND COUNTY",10371,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",11,11,2,"SPECK PLUNKETT",DEM,112,346,2688,3146,MUSKOGEE
11/6/2018,"FEDERAL, STATE AND COUNTY",10375,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",91,91,1,"BRAD REEVES",REP,1865,961,22505,25331,OKLAHOMA
11/6/2018,"FEDERAL, STATE AND COUNTY",10375,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",91,91,2,"CARRIE BLUMERT",DEM,3769,3854,37773,45396,OKLAHOMA
